1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
11,0.109778301,8.85E-05,-11.29754232,0.363020533,0.5,0.549399016,0.549464249,0.522573703,0.514566129,0.525657875,0.538692256,0.534840706,0.490066463,0.502505942,0.550888808,0.514712236,0.497159064,0.515987432,0.504904337,0.484759859,0.474377722,0.424585082,0.415260259,0.398359535,0.363247744,0.392841121,0.34768263,0.377226388,0.353150215,0.33185439,0.36893345,0.369149616,0.395876568,0.424037438,0.393466864,0.431788453,0.459096907,0.494280575,0.489597193,0.4975301,0.54002355,0.560098681,0.542133965,0.544649724,0.572889953,0.620164782,0.611606124,0.637874689,0.673280243,0.646231078,0.638289943,0.651327383,0.670751426,0.680942277,0.685237156,0.725952314,0.763884972,0.789562264
12,0.119712207,0.016877079,-0.031792996,0.184670059,0.5,0.488841958,0.449491148,0.402892356,0.388799903,0.39000433,0.361701288,0.389372297,0.369670608,0.412174862,0.3949793,0.386984422,0.395506697,0.415613821,0.409140743,0.428557501,0.42525432,0.444091978,0.469030374,0.478466248,0.49837051,0.495970742,0.466753372,0.443882132,0.490219083,0.44368279,0.4243809,0.432583437,0.431900576,0.437620383,0.438139158,0.443284289,0.419875871,0.384383675,0.359155248,0.392271208,0.441494638,0.403136626,0.450352663,0.419269355,0.431769758,0.39961048,0.408611341,0.380356615,0.416559316,0.403587487,0.357378074,0.375046907,0.358645973,0.313613132,0.359552746,0.370994776,0.413705386,0.412784193
13,0.129634143,0.018148936,0.023151057,0.824899481,0.5,0.541091453,0.546332942,0.512904498,0.559264368,0.522842121,0.547306955,0.551946879,0.593890636,0.620956356,0.633543702,0.602190356,0.556699869,0.524864268,0.488404451,0.488543695,0.527296306,0.552681011,0.535208524,0.583078416,0.612984788,0.582404745,0.551113203,0.537976942,0.55660722,0.558662546,0.55993154,0.51918839,0.48108325,0.479837128,0.485867083,0.53570833,0.535827967,0.574252916,0.564398023,0.555010225,0.542178376,0.497638932,0.524652854,0.507807682,0.536084031,0.548274812,0.509326153,0.490734168,0.471181265,0.480329072,0.468935443,0.443301926,0.442918682,0.445531241,0.467758794,0.496590516,0.543333897,0.586914381
14,0.139543115,0.002734744,0.362230331,0.873766754,0.5,0.541157159,0.512993432,0.511634531,0.489644463,0.473179865,0.471507843,0.443987901,0.485887087,0.532697288,0.529029183,0.568590868,0.588563918,0.606296903,0.642694456,0.630866625,0.601411478,0.635600798,0.62841898,0.649683294,0.681363185,0.666760607,0.675301973,0.639811751,0.672570421,0.630506099,0.662843979,0.614630749,0.634367384,0.625090439,0.63188693,0.635512087,0.64945835,0.696269634,0.689437712,0.67857698,0.633970816,0.590762151,0.636625553,0.685766474,0.636287718,0.668280594,0.708659235,0.704378763,0.751942144,0.748036385,0.783579965,0.808786952,0.824717567,0.867136819,0.907445855,0.953587174,0.985171055,0.982568545
15,0.149438132,-0.015193758,-0.04279967,0.117340794,0.5,0.548251221,0.574157734,0.617888133,0.577024467,0.580037899,0.545244206,0.587343024,0.635620236,0.669041726,0.669163981,0.686809932,0.7318585,0.743900242,0.766857636,0.806044391,0.804285783,0.83653993,0.820809252,0.780182782,0.808783473,0.830355974,0.81551049,0.801332896,0.757766564,0.724225075,0.711316382,0.698544525,0.718243014,0.697643006,0.728027946,0.698502729,0.651953812,0.649399364,0.636403161,0.58949755,0.582286778,0.532413151,0.532773096,0.524434458,0.52755062,0.572927647,0.600673838,0.600218798,0.595958385,0.61983396,0.662135716,0.675119892,0.641262266,0.655858066,0.614992322,0.616613097,0.63136918,0.661428112
16,0.159318207,-0.01915319,0.015031612,0.865759389,0.5,0.472767859,0.448365251,0.465633488,0.442478057,0.412986902,0.399376001,0.401706543,0.366164252,0.403109271,0.410900729,0.365550802,0.33341475,0.307946373,0.346117099,0.328362754,0.280552294,0.277447131,0.314300588,0.356563959,0.329925977,0.313079546,0.355096049,0.346725793,0.322851753,0.343864293,0.336994762,0.382137144,0.36271362,0.369932062,0.400204398,0.367828831,0.407543662,0.387106105,0.382456312,0.354779419,0.346755386,0.304617175,0.309279227,0.325156163,0.295259348,0.264048738,0.250507312,0.252991334,0.227019864,0.191439644,0.201583879,0.204351915,0.208744019,0.222574035,0.210364307,0.161279231,0.121166676,0.120948477
17,0.169182349,-0.005503267,0.174695782,0.136175343,0.5,0.471671048,0.49074383,0.540310195,0.571291084,0.602500347,0.622969741,0.610832953,0.637739641,0.650430023,0.654913134,0.607101133,0.603520317,0.561778533,0.587028649,0.538432456,0.520472261,0.481117211,0.483345939,0.461408793,0.462010894,0.501253123,0.47924016,0.479244885,0.451252654,0.440679067,0.471166993,0.436416938,0.440003313,0.397776883,0.425253132,0.448754895,0.467019688,0.421866481,0.423787236,0.415525876,0.37852399,0.390416993,0.364249743,0.345447952,0.344043322,0.353042275,0.317857289,0.350618478,0.310786131,0.34188948,0.371604212,0.409361759,0.419072554,0.391401111,0.366626561,0.396259671,0.419630934,0.37686703
18,0.179029573,0.013206334,-0.056865686,0.783196385,0.5,0.517502284,0.558383862,0.569705348,0.57350869,0.62019517,0.648284057,0.671855206,0.643188626,0.600707848,0.609987563,0.58201806,0.573635384,0.526845195,0.555432693,0.544640013,0.575329301,0.529405005,0.514089223,0.551933134,0.557043774,0.602654571,0.63780634,0.685446188,0.639201926,0.648936391,0.637155182,0.61451082,0.580404937,0.552405442,0.543879681,0.543920304,0.573764179,0.608289677,0.602458207,0.642410264,0.59408297,0.589651582,0.55339872,0.558258108,0.530345893,0.514118324,0.497814614,0.498911095,0.464609187,0.470749298,0.438994178,0.46478906,0.425887252,0.445667255,0.457381354,0.439926794,0.403487141,0.386101752
19,0.188858895,0.019774092,0.007579474,0.124100534,0.5,0.480305868,0.505148811,0.456152908,0.438310454,0.42263209,0.412081752,0.426398642,0.430813907,0.412934444,0.437563755,0.389327218,0.415423614,0.446696787,0.474818788,0.514670894,0.465554162,0.418924711,0.374670491,0.350980875,0.353521972,0.371884183,0.33115236,0.313621543,0.340556325,0.31194082,0.349973286,0.316507309,0.308995347,0.300099522,0.268913554,0.262553489,0.253268174,0.240492776,0.250199723,0.229576584,0.223300808,0.237853066,0.238250298,0.192808985,0.242608511,0.268042266,0.296427961,0.277963166,0.253677603,0.266568597,0.278403608,0.309317422,0.345571325,0.345132636,0.385314134,0.382972893,0.404778276,0.421312279
20,0.198669331,0.008161641,0.111858047,0.389578409,0.5,0.478705737,0.454734671,0.465720678,0.49335162,0.506808742,0.514571395,0.520961955,0.481174628,0.471386397,0.433760517,0.389047238,0.362377092,0.33811431,0.357332456,0.373081007,0.373876813,0.352756287,0.328930139,0.356938422,0.336972641,0.346174863,0.365714132,0.339835153,0.311195719,0.289329121,0.256275164,0.225092076,0.209277365,0.199580319,0.211177439,0.259032808,0.220552239,0.234905595,0.263941702,0.239973535,0.237375998,0.257312412,0.265956442,0.262580673,0.230185863,0.250111311,0.229592166,0.18619933,0.19460983,0.149576247,0.168942752,0.132213,0.086349038,0.052393465,0.056053671,0.05300652,0.084856278,0.089213467
21,0.2084599,-0.010954585,-0.076374926,0.046485962,0.5,0.518131881,0.5526582,0.553028037,0.507130926,0.520202206,0.47742759,0.524598298,0.549355442,0.527101676,0.485134741,0.446702338,0.468397484,0.511131835,0.556178898,0.515894069,0.516928195,0.538697,0.542447367,0.503785806,0.528052926,0.558962738,0.603994643,0.60427721,0.55519429,0.565997859,0.574167903,0.528281701,0.497879444,0.476467967,0.437399461,0.442244169,0.410853271,0.387649122,0.345079206,0.330497766,0.330676734,0.308523587,0.314058373,0.306025966,0.318757262,0.332883492,0.297881158,0.311410298,0.296579025,0.310704539,0.274816966,0.322502579,0.343861495,0.359971939,0.331742786,0.362136018,0.361823299,0.355610468
22,0.218229623,-0.019999217,0.000442583,0.313838386,0.5,0.541183705,0.517879008,0.511890912,0.470511643,0.425369671,0.440293042,0.47871121,0.447439337,0.495458096,0.4786285,0.527186459,0.548020197,0.518092343,0.484665455,0.481964613,0.477245209,0.483440962,0.434629682,0.389147307,0.417573813,0.389112883,0.378779257,0.379070383,0.364943933,0.3940317,0.421784209,0.373187369,0.325943792,0.31586497,0.324173696,0.299868704,0.252112276,0.253893773,0.275166974,0.244119526,0.236885346,0.189409525,0.202681037,0.168327774,0.132542001,0.178214939,0.219394692,0.255855146,0.293824661,0.319030798,0.309003411,0.357184141,0.366457888,0.381582399,0.340185846,0.300841065,0.314760558,0.276458641
23,0.227977524,-0.01065666,0.079407654,0.248543892,0.5,0.521733314,0.482920914,0.507427385,0.47316279,0.47981886,0.496257029,0.506943817,0.549410458,0.533030993,0.579437782,0.606752647,0.590290293,0.568240502,0.569975107,0.551107918,0.530880656,0.487777044,0.522933914,0.547170104,0.514086847,0.506895625,0.544642904,0.559957986,0.568582961,0.522566377,0.481647754,0.509008668,0.503820464,0.492411526,0.473893793,0.457068443,0.456436089,0.430954758,0.381083509,0.377318608,0.40045306,0.386905678,0.415067992,0.423957301,0.468016364,0.470948742,0.49163186,0.463048956,0.413239944,0.42629256,0.4446999,0.433987345,0.460281322,0.509789919,0.479113375,0.485267505,0.489766257,0.49739315
24,0.237702626,0.00848358,-0.106744835,0.999573921,0.5,0.5151938,0.50250757,0.492137021,0.47419088,0.444751051,0.489323146,0.489052876,0.495698182,0.505842742,0.521549035,0.541025602,0.547567789,0.539577954,0.510082532,0.48554995,0.505066353,0.551458908,0.590857609,0.544124826,0.549667442,0.516011697,0.50927353,0.506812414,0.532089406,0.502571422,0.469169904,0.466259691,0.502470396,0.499035593,0.524701408,0.550176493,0.545948592,0.532849862,0.579149014,0.604805173,0.606159167,0.645513912,0.648925415,0.648974994,0.617885916,0.632374205,0.655397635,0.675987845,0.66535487,0.684073597,0.653629789,0.622227384,0.620679873,0.58029185,0.536754515,0.563780737,0.551956709,0.506145386
25,0.247403959,0.019824056,-0.00667632,0.667949767,0.5,0.457578274,0.505614365,0.456347816,0.440509921,0.443676546,0.490615243,0.492223812,0.471078757,0.464489314,0.438888386,0.450787634,0.468899402,0.443421765,0.440494821,0.454394928,0.484895479,0.456699675,0.455423148,0.460664709,0.504841921,0.553532021,0.52584024,0.516659705,0.502234722,0.455756111,0.416859702,0.438376508,0.407120391,0.423750777,0.395044196,0.359589243,0.378637237,0.376888128,0.41602077,0.402091118,0.405582061,0.419698765,0.370230278,0.342111433,0.36704872,0.348489125,0.302047536,0.351674198,0.399871529,0.402557229,0.38240095,0.420349514,0.385601285,0.415214799,0.452421396,0.468628669,0.463221093,0.454099967
26,0.257080552,0.012938386,0.058937678,0.588940635,0.5,0.539901402,0.514508473,0.506122996,0.527333931,0.499411724,0.540904747,0.549287949,0.540993652,0.545990426,0.551097512,0.553755068,0.554285828,0.537591499,0.549453625,0.545596256,0.57428898,0.543970681,0.5626894,0.562705709,0.612409021,0.652343902,0.627417675,0.675531883,0.705463124,0.659434391,0.706326651,0.681616341,0.697388499,0.648990859,0.670225634,0.639192925,0.624481431,0.634854079,0.637190935,0.660730499,0.684051584,0.653691201,0.668781519,0.640028325,0.656758663,0.636384377,0.650045385,0.666739514,0.691920763,0.661640457,0.699257612,0.73303105,0.748790385,0.786754076,0.742544864,0.771572902,0.767358768,0.786811427
27,0.266731437,-0.005842776,-0.16368519,0.047097318,0.5,0.459656356,0.494834149,0.466305384,0.458155771,0.44748558,0.423480923,0.469842215,0.476519383,0.501050875,0.541182213,0.571850129,0.599202687,0.62411678,0.604030089,0.59540503,0.609188495,0.593201127,0.558461505,0.566791791,0.527564456,0.490948251,0.512617785,0.540074897,0.536955492,0.562041054,0.609769024,0.569298197,0.567150403,0.535844382,0.507804897,0.556475206,0.545944685,0.540557292,0.497743915,0.471384699,0.461455109,0.502174757,0.469611929,0.421561351,0.420192512,0.386823607,0.383045942,0.350227154,0.303101109,0.350388756,0.31099752,0.264153976,0.249804063,0.208519604,0.212371769,0.171097931,0.13509506,0.183792811
28,0.276355649,-0.019252117,-0.01407148,0.689774642,0.5,0.454871531,0.445550115,0.411573603,0.429757774,0.460539613,0.470639438,0.518907532,0.555558397,0.579220171,0.538989393,0.532314209,0.559475235,0.5322156,0.49104133,0.53656364,0.550212101,0.579215251,0.577177162,0.561419253,0.606077272,0.645080478,0.66858164,0.624295533,0.647072181,0.656650457,0.656730974,0.655963805,0.612589128,0.568764672,0.573804766,0.573691187,0.530303003,0.554959235,0.517286665,0.517631195,0.532940255,0.577063783,0.60635709,0.600626992,0.634185121,0.671374862,0.692148544,0.712240779,0.707291362,0.736216656,0.7002688,0.723563285,0.677077136,0.708506772,0.746201496,0.718565264,0.738724576,0.71638894
29,0.285952225,-0.014961151,0.044357142,0.397269403,0.5,0.486367293,0.474642255,0.500394749,0.461952638,0.412895803,0.42597314,0.431054381,0.451390078,0.475807421,0.430747661,0.431509273,0.478265831,0.494153439,0.465429926,0.500890269,0.500261379,0.477872633,0.448735488,0.46213216,0.426874626,0.382364581,0.389618066,0.414026888,0.375734477,0.423352527,0.377264577,0.388796312,0.354693565,0.395089675,0.39350949,0.355792079,0.381846155,0.363478937,0.38918374,0.417030606,0.422991815,0.376909183,0.332626367,0.315528319,0.323804808,0.322322062,0.311318134,0.33093172,0.339514952,0.30786121,0.261188708,0.308884128,0.304181495,0.270252734,0.310608065,0.264889112,0.224923128,0.233666348
30,0.295520207,0.003085029,-0.32026656,0.751599425,0.5,0.466511555,0.426954034,0.455022539,0.440890951,0.447616272,0.42773427,0.423189744,0.450818077,0.467361659,0.426216936,0.458594581,0.476172396,0.459506932,0.420539501,0.386798516,0.412984177,0.42316869,0.470514771,0.497733081,0.513114541,0.517347572,0.558504593,0.580696471,0.559756903,0.601651342,0.642518473,0.686884209,0.643160599,0.681896549,0.684057788,0.667270561,0.677663181,0.727434757,0.748769481,0.750057575,0.739433607,0.748360827,0.759209419,0.725373956,0.714297636,0.744636454,0.775629338,0.783503804,0.818418397,0.860779659,0.840991886,0.794319825,0.777414118,0.728576284,0.768667817,0.795499438,0.837411029,0.861028909
31,0.305058636,0.018294847,-0.022084778,0.788452892,0.5,0.4657943,0.471307376,0.478693093,0.464008763,0.434685202,0.39120051,0.34387987,0.375366059,0.394290834,0.402754498,0.353727388,0.330255258,0.345654258,0.307645136,0.334946902,0.31181494,0.35311152,0.35641611,0.325470374,0.367329278,0.337299782,0.380140162,0.416798073,0.380288162,0.390009466,0.356399504,0.320992261,0.275671575,0.270206657,0.287401442,0.310212245,0.319055761,0.348946977,0.395225797,0.417197395,0.375208183,0.32701927,0.354818147,0.374255361,0.377514755,0.381938299,0.375402802,0.410801814,0.414314553,0.379633811,0.34765654,0.337211124,0.34628477,0.390365028,0.342341377,0.292428209,0.250529525,0.210737123
32,0.314566561,0.016684467,0.033050302,0.175108879,0.5,0.491004566,0.443889476,0.482133257,0.513079012,0.534471184,0.557361392,0.521209808,0.501734617,0.512299132,0.554619619,0.50571763,0.499676327,0.541054096,0.53897255,0.521390943,0.557994337,0.602329722,0.643460122,0.626478011,0.589479834,0.564932513,0.607526235,0.636619366,0.666524986,0.697820867,0.719578085,0.742358503,0.786179898,0.777691875,0.765513114,0.739959468,0.755328711,0.782714047,0.748642496,0.730544697,0.704498241,0.738159603,0.764043122,0.77180401,0.82172996,0.802007033,0.786856257,0.737109021,0.768380517,0.799347302,0.791087673,0.830929226,0.816281047,0.808828347,0.851064916,0.900186678,0.853142234,0.827121329
33,0.324043028,-0.000265535,-3.76565074,0.035716017,0.5,0.493986308,0.477433838,0.474421403,0.488887454,0.480497789,0.499940045,0.498638291,0.458181855,0.417131387,0.368617998,0.381208314,0.38264788,0.427317576,0.455131344,0.499301185,0.513784996,0.554002976,0.511154163,0.479401365,0.435922839,0.419608345,0.394377688,0.406582516,0.381725446,0.419047104,0.390739258,0.401433315,0.41018807,0.421507813,0.413231567,0.443900485,0.487701336,0.46086256,0.475445051,0.502246811,0.458255487,0.471909341,0.497355158,0.530861296,0.513498754,0.50228154,0.520069595,0.51160371,0.505030176,0.475550484,0.483189781,0.500887951,0.528744898,0.483153275,0.478949121,0.514060871,0.550848138,0.517470045
34,0.333487092,-0.016971405,-0.031174948,0.958551129,0.5,0.480104998,0.510266832,0.467583054,0.452832939,0.482184182,0.483503202,0.437152258,0.402176693,0.434742961,0.427086572,0.424480433,0.416348648,0.455909716,0.415003,0.456807643,0.417336768,0.408563558,0.369253254,0.389683634,0.414791046,0.405863157,0.417749643,0.44638132,0.413233556,0.397939127,0.365864209,0.395762372,0.432291135,0.388190614,0.428286863,0.401956491,0.374680629,0.361451765,0.371508538,0.415265703,0.391688431,0.362244437,0.393866377,0.440305221,0.419930486,0.445777735,0.449803357,0.419812485,0.392437436,0.422618873,0.416004884,0.370259661,0.36440252,0.364990281,0.34166479,0.345456635,0.355534228,0.402263302
35,0.342897807,-0.018073844,0.023690736,0.916436001,0.5,0.541080168,0.53667736,0.490285832,0.455666756,0.418728074,0.379167154,0.338803945,0.372401411,0.406811926,0.434844728,0.472594521,0.467975683,0.509925703,0.551386747,0.502054245,0.484132679,0.509786085,0.479404142,0.470654061,0.460354757,0.451761232,0.483750332,0.503719471,0.456789041,0.443469528,0.492947621,0.464050591,0.495145504,0.508562141,0.489552861,0.497609055,0.492924565,0.498049895,0.515862451,0.535825196,0.566577605,0.597797933,0.640271013,0.690121722,0.700725134,0.693621033,0.650918406,0.640868182,0.682569308,0.658968199,0.70131834,0.685599538,0.731934933,0.771222172,0.768253022,0.788373161,0.83542554,0.808866436
36,0.352274233,-0.002559274,0.387523545,0.812755459,0.5,0.47360582,0.509437155,0.505111905,0.474055164,0.510649733,0.516157296,0.472950097,0.5110386,0.54480919,0.575139549,0.544340539,0.550609788,0.521191635,0.523875777,0.544870272,0.519405191,0.524606459,0.528838464,0.527387248,0.516462617,0.480397075,0.514670872,0.554525896,0.57418633,0.594094275,0.585900346,0.583295742,0.621076058,0.595899364,0.613188194,0.581825447,0.582587759,0.589868904,0.600758568,0.570066871,0.55277666,0.582609602,0.562531429,0.572692932,0.608042449,0.623427806,0.596468985,0.58537963,0.628145967,0.641326187,0.665829662,0.638754792,0.603508522,0.585016258,0.611140054,0.649514732,0.668586193,0.685906673
37,0.361615432,0.015308281,-0.042038563,0.180320133,0.5,0.503806699,0.483241901,0.524302261,0.546826537,0.531611444,0.557796925,0.529703643,0.535713983,0.506689564,0.503251561,0.522912105,0.475862772,0.516415906,0.554900696,0.579583662,0.534940727,0.571216312,0.564441891,0.601907311,0.608795664,0.58217555,0.570100534,0.548037146,0.550675501,0.518576603,0.508111687,0.493463376,0.531119664,0.502692659,0.469108715,0.424104378,0.452104619,0.469453204,0.490463451,0.534357871,0.528572106,0.529330489,0.486912801,0.445735454,0.398300367,0.367052348,0.389076304,0.435725377,0.484467263,0.495905889,0.525174438,0.512778693,0.555677803,0.534166625,0.583634208,0.620687499,0.576107611,0.58124428
38,0.370920469,0.019101473,0.015515483,0.119659907,0.5,0.50061169,0.532530307,0.560475643,0.529876651,0.509001419,0.518877865,0.567574899,0.605720031,0.614884999,0.594619131,0.574187227,0.601429336,0.615162879,0.66082571,0.667740677,0.686110349,0.692607581,0.684864643,0.683643063,0.646458706,0.599633451,0.626548489,0.674804874,0.649018975,0.628876379,0.593693059,0.595389428,0.560616184,0.528401578,0.534380888,0.491134253,0.500123811,0.460590632,0.465798881,0.482063568,0.490826639,0.497873817,0.48122105,0.527591344,0.501341212,0.451740658,0.432337556,0.426654067,0.401204669,0.449603289,0.413395361,0.436787274,0.45555942,0.463843652,0.423941323,0.437414266,0.432581901,0.419654588
39,0.380188415,0.005332859,0.18072772,0.094669777,0.5,0.499241016,0.486201476,0.448169511,0.468858003,0.496114263,0.489359714,0.523464352,0.513439322,0.542050774,0.520663203,0.500943177,0.494865029,0.5230584,0.544389886,0.525882861,0.54772909,0.509801535,0.507909735,0.458305993,0.439589807,0.397843099,0.387788922,0.372208272,0.353583035,0.38983801,0.34904684,0.369834135,0.34773295,0.389060127,0.379308967,0.395233365,0.430132496,0.392974587,0.440658334,0.454058029,0.443849594,0.466427816,0.434617786,0.445587554,0.446777963,0.406412049,0.450935123,0.467484415,0.479738337,0.43019892,0.390751129,0.43737227,0.432304627,0.47604845,0.499473352,0.483521246,0.456242096,0.473218206
